Gap,Rotation,freq (GHz)Freq,VSWR,S11dB,S21dB,S11,S21
3,60,2.675,4.024188582,-4.409141257,-2.70472576,0.026735596493538363-0.6013317226814424i,0.7318930684114549+0.027933515951748922i
3,60,2.68,4.040506271,-4.390565119,-2.71104548,0.02041499158210551-0.6028689023950189i,0.7316500212034308+0.018866286714053816i
3,60,2.685,4.057214571,-4.371709195,-2.71736182,0.014062683803609416-0.604361794428991i,0.7312955932170893+0.009794979082674137i
3,60,2.69,4.074357367,-4.352534012,-2.72366803,0.007678559545168786-0.6058127612208257i,0.7308300369589532+7.187760707406191E-4i
3,60,2.695,4.091979755,-4.333000532,-2.729957557,0.0012623018812726674-0.6072241491419634i,0.7302534943624669-0.008363113023182508i
3,60,2.7,4.110128066,-4.313070237,-2.736224024,-0.005186609510905819-0.6085982758658718i,0.7295660006836436-0.01745144640560622i
3,60,2.705,4.128849887,-4.292705214,-2.742461197,-0.011668897869360928-0.6099374173043376i,0.7287674886757859-0.026546943934576635i
3,60,2.71,4.148194088,-4.27186825,-2.748662965,-0.018185488155087963-0.6112437941232026i,0.7278577930154482-0.03565028163034947i
3,60,2.715,4.168210852,-4.250522928,-2.754823306,-0.02473750501044287-0.6125195578827939i,0.7268366549520378-0.04476208655658645i
3,60,2.72,4.1889517,-4.228633735,-2.760936263,-0.03132626973892107-0.6137667768798247i,0.7257037271538304-0.053882932076497615i
3,60,2.725,4.210469524,-4.206166168,-2.766995914,-0.037953296193326665-0.6149874217954439i,0.7244585787236048-0.06301333348655344i
3,60,2.73,4.232818632,-4.183086841,-2.772996341,-0.044620285480098644-0.6161833512776049i,0.7231007003577162-0.07215374402867548i
3,60,2.735,4.25605478,-4.1593636,-2.778931608,-0.05132911941197481-0.6173562976044197i,0.7216295096230534-0.08130455128018876i
3,60,2.74,4.28023523,-4.134965635,-2.784795726,-0.058081852668114525-0.6185078525882931i,0.7200443563270795-0.09046607391928466i
3,60,2.745,4.3054188,-4.109863582,-2.790582628,-0.06488070364913867-0.6196394538882247i,0.7183445279569832-0.09963855886230633i
3,60,2.75,4.331665938,-4.084029632,-2.796286141,-0.07172804404322594-0.6207523718998217i,0.7165292551648327-0.10882217876782437i
3,60,2.755,4.350633733,-4.065565334,-2.804283367,-0.07874474057893134-0.6212417907078922i,0.7144380701116052-0.11776396498412654i
3,60,2.76,4.369433918,-4.047431171,-2.812270779,-0.08576936416605493-0.6216321607849241i,0.7122437271552919-0.1266317825431239i
3,60,2.765,4.388066965,-4.029619982,-2.820249852,-0.09280071666260845-0.6219238250000075i,0.7099478642821437-0.13542586961527797i
3,60,2.77,4.40653392,-4.012124287,-2.828222011,-0.0998376272214857-0.6221171632553381i,0.7075520570189366-0.14414651222561356i
3,60,2.775,4.424836406,-3.99493629,-2.836188644,-0.10687895457759371-0.622212590907985i,0.7050578167739346-0.1527940404790626i
3,60,2.78,4.442976638,-3.978047888,-2.844151112,-0.11392358923670906-0.6222105570232592i,0.7024665893892267-0.16136882472257302i
3,60,2.785,4.46095742,-3.961450681,-2.852110759,-0.1209704555530768-0.6221115424674178i,0.6997797539068792-0.16987127165629562i
3,60,2.79,4.478782154,-3.94513598,-2.860068922,-0.12801851368357128-0.6219160578484731i,0.6969986215505626-0.17830182040623316i
3,60,2.795,4.496454839,-3.929094816,-2.868026945,-0.13506676140712517-0.6216246413147639i,0.6941244349235562-0.18666093857076707i
3,60,2.8,4.513980074,-3.913317957,-2.875986178,-0.1421142357990749-0.6212378562217925i,0.69115836742327-0.19494911825345015i
3,60,2.805,4.531363054,-3.897795911,-2.883947997,-0.14916001475107954-0.6207562886785014i,0.6881015228716827-0.20316687209438297i
3,60,2.81,4.548609567,-3.882518946,-2.891913802,-0.15620321832827785-0.62018054498477i,0.6849549353603319-0.21131472931237003i
3,60,2.815,4.565725992,-3.867477097,-2.899885028,-0.16324300995641547-0.6195112489723913i,0.6817195693077907-0.21939323176988418i
3,60,2.82,4.58271929,-3.852660184,-2.90786315,-0.170278597432728-0.6187490392621506i,0.6783963197268229-0.22740293007265197i
3,60,2.825,4.599597001,-3.83805782,-2.915849689,-0.1773092337554081-0.6178945664499181i,0.674986012697751-0.2353443797154158i
3,60,2.83,4.61636723,-3.82365943,-2.923846215,-0.18433421776754713-0.6169484902348358i,0.6714894060438705-0.24321813728512687i
3,60,2.835,4.633038643,-3.809454265,-2.931854352,-0.19135289461243787-0.6159114765027736i,0.6679071902041248-0.25102475673248364i
3,60,2.84,4.649620453,-3.795431414,-2.939875778,-0.19836465599813763-0.6147841943782388i,0.6642399892976287-0.258764785722347i
3,60,2.845,4.666122409,-3.78157982,-2.947912231,-0.2053689402701275-0.6135673132578586i,0.6604883623740406-0.2664387620731534i
3,60,2.85,4.682554784,-3.767888298,-2.955965506,-0.21236523229184295-0.6122614998384265i,0.6566528048432406-0.27404721029499307i
3,60,2.855,4.698928363,-3.754345548,-2.964037458,-0.21935306313370875-0.6108674151523141i,0.6527337500772441-0.2815906382355456i
3,60,2.86,4.715254426,-3.740940169,-2.97213,-0.22633200957215965-0.6093857116228238i,0.6487315711768031-0.2890695338425533i
3,60,2.865,4.731544737,-3.727660678,-2.980245101,-0.23330169340091403-0.6078170301517509i,0.6446465828946991-0.2964843620509798i
3,60,2.87,4.74781153,-3.714495525,-2.988384785,-0.2402617805575185-0.6061619972511353i,0.6404790437073309-0.3038355618024501i
3,60,2.875,4.764067491,-3.701433109,-2.996551127,-0.2472119800688826-0.6044212222308102i,0.6362291580258269-0.31112354320398766i
3,60,2.88,4.780325744,-3.68846179,-3.004746251,-0.25415204282020004-0.6025952944529828i,0.6318970785375863-0.3183486848324721i
3,60,2.885,4.796599838,-3.67556991,-3.01297232,-0.2610817601522695-0.6006847806646753i,0.6274829086688838-0.3255113311906398i
3,60,2.89,4.812903732,-3.662745805,-3.021231537,-0.268000962292823-0.5986902224184513i,0.6229867051589014-0.33261179031982924i
3,60,2.895,4.829251777,-3.649977824,-3.029526135,-0.27490951662803387-0.596612133591372i,0.6184084807353771-0.3396503315740461i
3,60,2.9,4.845658707,-3.637254338,-3.037858369,-0.2818073258208883-0.5944509980117166i,0.6137482068818895-0.3466271835593022i
3,60,2.905,4.862139618,-3.624563762,-3.046230511,-0.2886943257836191-0.5922072672024895i,0.6090058166866739-0.35354253224153837i
3,60,2.91,4.878709964,-3.611894565,-3.054644843,-0.29557048351184706-0.5898813582502789i,0.6041812077627975-0.36039651922582333i
3,60,2.915,4.895385534,-3.599235286,-3.063103641,-0.30243579478852894-0.587473651807504i,0.5992742452294852-0.3671892402088836i
3,60,2.92,4.91218245,-3.586574548,-3.071609174,-0.30929028176622764-0.5849844902356024i,0.5942847647443836-0.3739207436064013i
3,60,2.925,4.929117148,-3.573901073,-3.080163688,-0.31613399043659346-0.5824141758961443i,0.5892125755765966-0.3805910293559052i
3,60,2.93,4.94620637,-3.56120369,-3.088769397,-0.32296698799633156-0.5797629695963469i,0.5840574637104102-0.38720004789547696i
3,60,2.935,4.96346716,-3.548471358,-3.097428472,-0.32978936011924487-0.5770310891948777i,0.5788191949697299-0.39374769931790754i
3,60,2.94,4.980916846,-3.535693166,-3.106143032,-0.3366012081442734-0.5742187083732674i,0.5734975181534114-0.4002338326993604i
3,60,2.945,4.998573041,-3.522858356,-3.114915124,-0.34340264618972177-0.5713259555776568i,0.5680921681718485-0.4066582456010535i
3,60,2.95,5.016453636,-3.509956325,-3.123746721,-0.3501937982041211-0.5683529131349929i,0.5626028691753931-0.4130206837419223i
3,60,2.955,5.034576791,-3.496976644,-3.132639701,-0.35697479496440787-0.5652996165471607i,0.557029337665431-0.41932084083972465i
3,60,2.96,5.052960939,-3.483909063,-3.141595838,-0.36374577103227246-0.5621660539658972i,0.5513712855792052-0.4255583586175465i
3,60,2.965,5.071624777,-3.470743521,-3.150616786,-0.3705068616797077-0.5589521658506741i,0.5456284233397861-0.4317328269722032i
3,60,2.97,5.090587273,-3.457470157,-3.159704068,-0.3772581997948851-0.5556578448110726i,0.5398004628628968-0.4378437843005887i
3,60,2.975,5.109867661,-3.444079318,-3.168859063,-0.38399991277958784-0.552282935634489i,0.5338871205126555-0.4438907179796122i
3,60,2.98,5.129485451,-3.430561564,-3.178082988,-0.39073211944944897-0.5488272354993186i,0.527888119998662-0.44987306499496543i
3,60,2.985,5.149460429,-3.416907678,-3.187376885,-0.3974549269482553-0.5452904943730763i,0.5218031952072266-0.4557902127136106i
3,60,2.99,5.169812664,-3.403108672,-3.196741612,-0.404168427687519-0.5416724155942045i,0.51563209295995-0.46164149979455055i
3,60,2.995,5.190562522,-3.389155791,-3.206177822,-0.410872696322432-0.5379726566356285i,0.5093745756932614-0.4674262172321282i
3,60,3,5.211730669,-3.375040518,-3.215685953,-0.41756778677517553-0.5341908300474135i,0.5030304240529524-0.4731436095258478i
3,60,3.005,5.231033598,-3.36227238,-3.225612191,-0.42418992534182726-0.5302255817514664i,0.49663475894021314-0.47871664941865283i
3,60,3.01,5.250209175,-3.349684952,-3.235470751,-0.4307531436751022-0.5261808568193543i,0.49020311340792616-0.4841877083331583i
3,60,3.015,5.26925916,-3.337274085,-3.245265043,-0.4372571681157177-0.522057534588079i,0.4837362580312131-0.4895575887912472i
3,60,3.02,5.288185754,-3.325035453,-3.254998477,-0.44370175482732016-0.5178564787338995i,0.47723490807572777-0.4948270861256459i
3,60,3.025,5.306991591,-3.312964562,-3.264674466,-0.4500866889282427-0.5135785358160601i,0.47069972449397335-0.4999969857428808i
3,60,3.03,5.325679738,-3.30105676,-3.274296435,-0.456411783543638-0.5092245338541947i,0.4641313150572908-0.505068060450785i
3,60,3.035,5.344253691,-3.289307245,-3.283867825,-0.46267687877896047-0.504795280944039i,0.4575302356195783-0.5100410678576786i
3,60,3.04,5.362717366,-3.277711071,-3.293392096,-0.46888184061603555-0.5002915639160566i,0.45089699150839163-0.5149167478501047i
3,60,3.045,5.3810751,-3.266263161,-3.302872735,-0.47502655973325153-0.4957141470416104i,0.4442320390387014-0.5196958201557098i
3,60,3.05,5.399331638,-3.254958312,-3.312313256,-0.48111095025170003-0.49106377079123725i,0.4375357871441998-0.524378981997578i
3,60,3.055,5.417492129,-3.243791207,-3.321717206,-0.487134948409379-0.48634115064955974i,0.4308085991207268-0.5289669058460031i
3,60,3.06,5.435562118,-3.232756418,-3.331088166,-0.4930985111658742-0.481546975991281i,0.42405079447604116-0.5334602372733411i
3,60,3.065,5.453547538,-3.221848421,-3.340429757,-0.4990016147402144-0.47668190902262014i,0.41726265087987047-0.5378595929172298i
3,60,3.07,5.471454701,-3.211061603,-3.349745637,-0.5048442530849042-0.4717465837924306i,0.410444406207891-0.5421655585570934i
3,60,3.075,5.489290286,-3.200390266,-3.359039507,-0.5106264362994065-0.46674160527710945i,0.403596260673039-0.5463786873084469i
3,60,3.08,5.507061335,-3.189828642,-3.36831511,-0.5163481889866393-0.46166754854324765i,0.396718379037318-0.550499497939122i
3,60,3.085,5.524775236,-3.179370898,-3.377576229,-0.5220095485563161-0.45652495799179804i,0.3898108928970739-0.5545284733111213i
3,60,3.09,5.54243972,-3.169011142,-3.386826693,-0.527610563479237-0.4513143466873413i,0.3828739030345279-0.5584660589513636i
3,60,3.095,5.560062845,-3.158743439,-3.396070368,-0.5331512914968672-0.44603619577581166i,0.3759074818282121-0.5623126617541788i
3,60,3.1,5.577652986,-3.14856181,-3.405311163,-0.5386317977908096-0.4406909539938047i,0.36891167571483124-0.5660686488179344i
3,60,3.105,5.595218827,-3.138460246,-3.414553024,-0.5440521531169876-0.43527903727235334i,0.36188650769498004-0.5697343464177606i
3,60,3.11,5.612769349,-3.128432714,-3.423799932,-0.549412431909567-0.42980082843776224i,0.3548319798750892-0.5733100391158753i
3,60,3.115,5.630313816,-3.118473165,-3.433055901,-0.5547127103598538-0.4242566770118198i,0.34774807603792657-0.576795969010566i
3,60,3.12,5.647861772,-3.108575541,-3.442324974,-0.5599530644755701-0.4186468991134029i,0.3406347642339795-0.5801923351244326i
3,60,3.125,5.66542302,-3.098733783,-3.451611217,-0.5651335681260754-0.4129717774631624i,0.33349199938606244-0.583499292932063i
3,60,3.13,5.683007624,-3.088941835,-3.460918718,-0.5702542910792374-0.4072315614926562i,0.3263197258995373-0.5867169540268558i
3,60,3.135,5.700625888,-3.079193657,-3.470251578,-0.5753152970357739-0.4014264675589561i,0.3191178802706156-0.58984538592628i
3,60,3.14,5.718288355,-3.069483225,-3.479613907,-0.5803166416669775-0.39555667926539473i,0.3118863936853002-0.5928846120144365i
3,60,3.145,5.736005792,-3.059804542,-3.489009817,-0.585258370661813-0.38962234788876665i,0.3046251946016603-0.5958346116203631i
3,60,3.15,5.753789186,-3.05015164,-3.498443416,-0.590140517789415-0.38362359291293985i,0.29733421130827575-0.5986953202301251i
3,60,3.155,5.771649734,-3.040518589,-3.507918801,-0.5949631029830497-0.37756050266843827i,0.2900133744518608-0.6014666298303358i
3,60,3.16,5.789598837,-3.030899502,-3.517440049,-0.5997261304515787-0.3714331350772203i,0.2826626195272744-0.6041483893803867i
3,60,3.165,5.807648093,-3.021288535,-3.527011208,-0.6044295868244657-0.36524151850147024i,0.27528188932334063-0.6067404054102804i
3,60,3.17,5.825809289,-3.0116799,-3.536636292,-0.6090734393362903-0.3589856526948666i,0.267871136318135-0.6092424427406395i
3,60,3.175,5.844094402,-3.002067862,-3.54631927,-0.6136576340566602-0.3526655098544213i,0.2604303250176538-0.6116542253211206i
3,60,3.18,5.862515589,-2.992446747,-3.556064053,-0.6181820941713286-0.3462810357706046i,0.2529594342320497-0.613975437183155i
3,60,3.185,5.881085188,-2.982810943,-3.565874493,-0.6226467183201584-0.3398321510731304i,0.24545845928390989-0.6162057235026592i
3,60,3.19,5.899815714,-2.973154905,-3.575754365,-0.6270513789974693-0.33331875256941235i,0.23792741414335203-0.6183446917680738i
3,60,3.195,5.918719859,-2.963473156,-3.585707358,-0.6313959210200937-0.3267407146723675i,0.23036633348503133-0.6203919130488529i
3,60,3.2,5.937810492,-2.953760293,-3.59573707,-0.6356801600682833-0.3200978909139129i,0.2227752746624776-0.6223469233593022i
3,60,3.205,5.957100659,-2.944010984,-3.605846991,-0.6399038813043949-0.3133901155401904i,0.21515431959551662-0.6242092251124491i
3,60,3.21,5.976603588,-2.934219973,-3.616040493,-0.6440668380740291-0.30661720518424446i,0.20750357656687865-0.6259782886584591i
3,60,3.215,5.996332689,-2.924382079,-3.626320824,-0.6481687506940563-0.2997789606116047i,0.19982318192444368-0.6276535539019518i
3,60,3.22,6.016301563,-2.914492199,-3.636691088,-0.6522093053316652-0.2928751685339523i,0.19211330168593435-0.6292344319924313i
3,60,3.225,6.036524004,-2.904545308,-3.647154242,-0.6561881529782905-0.28590560348580235i,0.18437413304322364-0.6307203070819398i
3,60,3.23,6.057014011,-2.894536456,-3.657713077,-0.6601049085219589-0.2788700297589061i,0.17660590576379004-0.6321105381439516i
3,60,3.235,6.077785792,-2.884460772,-3.668370213,-0.6639591499212779-0.27176820338887375i,0.16880888348721323-0.6334044608474602i
3,60,3.24,6.098853776,-2.874313461,-3.679128081,-0.6677504174839318-0.2645998741883297i,0.1609833649149665-0.6346013894801669i
3,60,3.245,6.120232627,-2.864089803,-3.689988917,-0.6714782132522386-0.25736478782075073i,0.15312968489212211-0.6357006189146562i
3,60,3.25,6.141937254,-2.853785152,-3.700954744,-0.6751420004979264-0.2500626879090005i,0.1452482153799401-0.636701426611454i
3,60,3.255,6.162800915,-2.843950041,-3.712158772,-0.67869327376243-0.24269054250512384i,0.13737909486908811-0.6375844222131296i
3,60,3.26,6.183557069,-2.83423324,-3.723279724,-0.6821485490685475-0.23528766759264405i,0.12953541124756374-0.638372615496065i
3,60,3.265,6.20420771,-2.824632081,-3.734321648,-0.6855081977701785-0.22785482565419327i,0.12171729649354561-0.6390669057082771i
3,60,3.27,6.224755284,-2.815143749,-3.74528862,-0.68877259912377-0.22039274538704764i,0.11392484964934838-0.6396681573454595i
3,60,3.275,6.245202679,-2.805765293,-3.756184751,-0.6919421385691763-0.21290212144179968i,0.10615813898606061-0.6401771988272642i
3,60,3.28,6.265553222,-2.796493633,-3.767014188,-0.695017205990768-0.20538361424377113i,0.09841720422676593-0.6405948212906304i
3,60,3.285,6.285810666,-2.787325565,-3.777781118,-0.6979981939628628-0.1978378498987063i,0.09070205882186994-0.6409217775030072i
3,60,3.29,6.305979181,-2.778257774,-3.788489772,-0.7008854959836841-0.19026542018406506i,0.0830126922699096-0.6411587808979209i
3,60,3.295,6.326063347,-2.769286841,-3.79914443,-0.7036795047021343-0.18266688262702468i,0.07534907247709582-0.6413065047349479i
3,60,3.3,6.346068144,-2.760409249,-3.809749419,-0.7063806101417939-0.17504276067006588i,0.06771114814873963-0.6413655813857656i
3,60,3.305,6.365998937,-2.751621391,-3.820309116,-0.7089891979265971-0.16739354392478795i,0.0600988512056388-0.6413366017475489i
3,60,3.31,6.38586147,-2.74291958,-3.830827952,-0.7115056475127315-0.15971968851435667i,0.05251209921845126-0.6412201147845809i
3,60,3.315,6.405661851,-2.734300056,-3.841310411,-0.7139303304313405-0.15202161750474164i,0.04495079785305482-0.6410166271985309i
3,60,3.32,6.425406544,-2.725758991,-3.851761031,-0.7162636085466603-0.144299721424648i,0.037414843319895426-0.6407266032274644i
3,60,3.325,6.445102351,-2.7172925,-3.862184402,-0.7185058323342264-0.13655435887379716i,0.02990412482035004-0.6403504645732268i
3,60,3.33,6.464756407,-2.708896646,-3.872585171,-0.7206573391838172-0.1287858572189457i,0.02241852698318026-0.639888590456455i
3,60,3.335,6.484376164,-2.700567446,-3.882968034,-0.7227184517317674-0.12099451337678038i,0.014957932284228127-0.6393413177980762i
3,60,3.34,6.503969379,-2.692300882,-3.89333774,-0.7246894762272867-0.11318059468255838i,0.007522223442603941-0.6387089415257508i
3,60,3.345,6.523544104,-2.684092902,-3.903699088,-0.7265707009373588-0.10534433984310614i,1.1128578673799593E-4-0.6379917150033521i
3,60,3.35,6.543108672,-2.675939432,-3.914056922,-0.7283623945947589-0.09748595997252722i,-0.007274990416186378-0.6371898505811904i
3,60,3.355,6.562671686,-2.667836376,-3.924416129,-0.7300648048936446-0.089605639708712i,-0.014636707673734133-0.6363035202643444i
3,60,3.36,6.582242009,-2.659779627,-3.93478164,-0.7316781570371004-0.08170353840848588i,-0.021973959030781202-0.6353328564960887i
3,60,3.365,6.601828754,-2.651765072,-3.945158417,-0.733202652340899-0.07377979141898294i,-0.029286825887057284-0.6342779530531074i
3,60,3.37,6.621441269,-2.643788593,-3.955551459,-0.7346384668976478-0.06583451142258155i,-0.03657537587535862-0.6331388660488317i
3,60,3.375,6.641089131,-2.635846077,-3.965965788,-0.7359857503053339-0.057867789852502856i,-0.043839660805875987-0.6319156150409558i
3,60,3.38,6.660782137,-2.627933419,-3.976406449,-0.7372446244641506-0.04987969837593412i,-0.051079714681818406-0.6306081842388966i
3,60,3.385,6.680530292,-2.620046525,-3.986878502,-0.7384151824453161-0.041870290441317695i,-0.058295551791236314-0.6292165238066901i
3,60,3.39,6.700343806,-2.612181318,-3.997387017,-0.7394974874354292-0.033839602886225985i,-0.06548716487965325-0.6277405512565679i
3,60,3.395,6.720233081,-2.604333741,-4.007937064,-0.7404915717597034-0.025787657602037738i,-0.0726545234078109-0.6261801529282442i
3,60,3.4,6.740208708,-2.596499761,-4.01853371,-0.7413974359872372-0.017714463251434515i,-0.0797975718985135-0.6245351855487103i
3,60,3.405,6.760281463,-2.58867537,-4.02918201,-0.7422150481212486-0.009620017034550992i,-0.0869162283762305-0.6228054778671711i
3,60,3.41,6.7804623,-2.580856592,-4.039886997,-0.74294434287698-0.0015043064994408196i,-0.09401038290278142-0.6209908323595794i
3,60,3.415,6.800762347,-2.573039481,-4.050653674,-0.7435852210497531+0.006632688607639043i,-0.10107989621208133-0.6190910269970807i
3,60,3.42,6.821192904,-2.565220126,-4.061487008,-0.7441375489753854+0.014790994456767813i,-0.10812459844657893-0.6171058170725666i
3,60,3.425,6.841765446,-2.55739465,-4.072391919,-0.7446011580849469+0.022970641218497047i,-0.11514428799766421-0.6150349370794321i
3,60,3.43,6.862491616,-2.549559214,-4.083373269,-0.7449758445555612+0.031171661122471477i,-0.1221387304519692-0.6128781026365615i
3,60,3.435,6.883383229,-2.541710019,-4.094435857,-0.7452613690586778+0.0393940864955221i,-0.12910765764512616-0.6106350124534965i
3,60,3.44,6.904452276,-2.5338433,-4.105584402,-0.7454574566069795+0.047637947784302304i,-0.1360507668241939-0.6083053503297374i
3,60,3.445,6.925710925,-2.525955337,-4.116823541,-0.7455637965007982+0.05590327156760534i,-0.14296771991960697-0.6058887871820935i
3,60,3.45,6.947171527,-2.518042443,-4.128157811,-0.7455800423746236+0.0641900785635495i,-0.1498581429271503-0.6033849830940171i
3,60,3.455,6.96884662,-2.510100975,-4.139591644,-0.7455058123440113+0.07249838163685267i,-0.15672162540011822-0.6007935893808992i
3,60,3.46,6.990748941,-2.502127325,-4.151129353,-0.7453406892528875+0.08082818381143035i,-0.16355772005147112-0.5981142506653454i
3,60,3.465,7.012891431,-2.494117922,-4.16277512,-0.7450842210209819+0.08917947629355132i,-0.1703659424654763-0.595346606956531i
3,60,3.47,7.035287246,-2.486069233,-4.174532991,-0.7447359210908034+0.09755223651076421i,-0.17714577091798434-0.5924902957278206i
3,60,3.475,7.05794977,-2.477977756,-4.186406857,-0.7442952689732938+0.10594642617177204i,-0.18389664630418737-0.5895449539869627i
3,60,3.48,7.080892628,-2.469840025,-4.198400448,-0.7437617108910186+0.11436198935237628i,-0.1906179721723914-0.5865102203332763i
3,60,3.485,7.104129701,-2.461652601,-4.210517317,-0.7431346605174529+0.12279885061254177i,-0.19730911486204442-0.5833857369964136i
3,60,3.49,7.12767514,-2.453412074,-4.222760834,-0.7424134998106503+0.13125691314954593i,-0.20396940374398298-0.5801711518514321i
3,60,3.495,7.151543391,-2.445115059,-4.235134171,-0.7415975799393132+0.13973605699206823i,-0.21059813156058388-0.5768661204050873i
3,60,3.5,7.175749204,-2.436758194,-4.24764029,-0.7406862222990144+0.14823613723995968i,-0.21719455486326553-0.5734703077484447i
3,60,3.505,7.199468733,-2.428624803,-4.260436786,-0.7396582009767938+0.15673343693179909i,-0.22372579255417127-0.5699842642497005i
3,60,3.51,7.223094654,-2.420577653,-4.273139019,-0.7385310162831661+0.1652022600574088i,-0.23018755672379498-0.5664397345697045i
3,60,3.515,7.246629167,-2.412614821,-4.285751727,-0.7373054113143792+0.17364224706481085i,-0.23658021782111308-0.5628374178654536i
3,60,3.52,7.270075,-2.404734248,-4.298279715,-0.7359821131879284+0.182053070806737i,-0.2429041498613098-0.5591779691233619i
3,60,3.525,7.293435395,-2.396933751,-4.310727854,-0.7345618314944957+0.19043443562621418i,-0.24915972803545647-0.5554619994546233i
3,60,3.53,7.3167141,-2.389211028,-4.323101087,-0.7330452567883884+0.19878607636466272i,-0.25534732634572826-0.5516900765142131i
3,60,3.535,7.339915356,-2.381563664,-4.335404431,-0.7314330591205644+0.20710775729400088i,-0.26146731527286093-0.5478627250417991i
3,60,3.54,7.363043885,-2.373989145,-4.347642977,-0.7297258866182775+0.21539927097449094i,-0.26752005948242474-0.5439804275224556i
3,60,3.545,7.386104877,-2.366484857,-4.359821894,-0.7279243641153105+0.2236604370402783i,-0.2735059155763568-0.5400436249646895i
3,60,3.55,7.409103978,-2.359048102,-4.371946429,-0.7260290918366707+0.23189110091480414i,-0.27942522989603263-0.5360527177929122i
3,60,3.555,7.432047273,-2.351676101,-4.384021909,-0.7240406441415513+0.24009113245849242i,-0.2852783363829681-0.5320080668511491i
3,60,3.56,7.454941274,-2.344365999,-4.396053738,-0.7219595683282304+0.24826042455133054i,-0.2910655545030377-0.5279099945144091i
3,60,3.565,7.477792906,-2.337114879,-4.408047402,-0.7197863835044653+0.2563988916131706i,-0.2967871872398668-0.5237587859038212i
3,60,3.57,7.500609491,-2.32991976,-4.420008463,-0.7175215795268268+0.2645064680647907i,-0.30244351916280504-0.5195546902013246i
3,60,3.575,7.523398733,-2.322777614,-4.431942561,-0.715165616012227+0.2725831067329501i,-0.3080348145746207-0.5152979220593934i
3,60,3.58,7.546168706,-2.315685363,-4.443855411,-0.7127189214247902+0.28062877720286644i,-0.3135613157437733-0.5109886631010047i
3,60,3.585,7.568927837,-2.30863989,-4.455752804,-0.7101818922409923+0.28864346412172937i,-0.3190232412258156-0.506627063504784i
3,60,3.59,7.591684891,-2.301638046,-4.467640598,-0.7075548921958512+0.29662716545703544i,-0.3244207842781604-0.5022132436700336i
3,60,3.595,7.614448959,-2.294676652,-4.47952472,-0.7048382516127414+0.30457989071369684i,-0.32975411137212096-0.4977472959561139i
3,60,3.6,7.637229444,-2.287752509,-4.491411162,-0.7020322668191922+0.3125016591140326i,-0.3350233608057833-0.4932292864904572i
3,60,3.605,7.660036047,-2.2808624,-4.503305974,-0.6991371996508405+0.3203924977448889i,-0.3402286414209246-0.4886592570393175i
3,60,3.61,7.682878753,-2.274003096,-4.51521526,-0.6961532770454648+0.328252439676276i,-0.34537003142681966-0.484037226935193i
3,60,3.615,7.705767822,-2.267171362,-4.527145177,-0.6930806907287975+0.3360815220560147i,-0.3504475773334155-0.479363195054748i
3,60,3.62,7.728713776,-2.260363959,-4.539101922,-0.689919596993595+0.3438797841850072i,-0.3554612929959747-0.47463714184093114i
3,60,3.625,7.751727388,-2.25357765,-4.551091733,-0.6866701165731637+0.35164726557782383i,-0.36041115877290697-0.469859031362933i
3,60,3.63,7.774819674,-2.246809205,-4.563120877,-0.6833323346103252+0.35938400401338777i,-0.36529712079813104-0.4650288134075308i
3,60,3.635,7.798001883,-2.240055401,-4.575195647,-0.6799063007225153+0.3670900335805965i,-0.37011909036891644-0.46014642559537783i
3,60,3.64,7.821285489,-2.233313027,-4.58732235,-0.6763920291634768+0.37476538272376764i,-0.3748769434497859-0.4552117955157485i
3,60,3.645,7.844682186,-2.226578889,-4.599507305,-0.6727894990817174+0.38241007229283813i,-0.37957052029266214-0.4502248428732831i
3,60,3.65,7.868203882,-2.219849808,-4.611756829,-0.6690986548756541+0.3900241136032525i,-0.38419962517308487-0.4451854816403164i
3,60,3.655,7.891862696,-2.213122627,-4.624077233,-0.665319406645092+0.39760750651048565i,-0.38876402624193346-0.4400936222084219i
3,60,3.66,7.915670952,-2.206394208,-4.636474808,-0.6614516307384092+0.40516023750413477i,-0.39326345549174546-0.43494917353289847i
3,60,3.665,7.939641182,-2.199661438,-4.648955821,-0.657495170394561+0.41268227782648326i,-0.39769760883635197-0.4297520452640315i
3,60,3.67,7.963786125,-2.192921227,-4.661526502,-0.6534498364787437+0.42017358162038604i,-0.402066146302213-0.4245021498590772i
3,60,3.675,7.988118724,-2.186170512,-4.674193035,-0.6493154083102936+0.4276340841112891i,-0.40636869232949696-0.41919940466907746i
3,60,3.68,8.012652138,-2.179406252,-4.686961547,-0.6450916345811377+0.43506369982809545i,-0.4106048361806324-0.4138437339947698i
3,60,3.685,8.037399739,-2.172625434,-4.699838098,-0.6407782343628529+0.4424623208675111i,-0.4147741324537387-0.40843507110604976i
3,60,3.69,8.062375122,-2.16582507,-4.712828671,-0.6363748982001429+0.449829815206404i,-0.41887610169806605-0.4029733602196333i
3,60,3.695,8.087592114,-2.159002195,-4.725939161,-0.6318812892882896+0.4571660250665734i,-0.4229102311282806-0.39745855842979566i
3,60,3.7,8.113064781,-2.152153871,-4.739175361,-0.6272970447319068+0.4644707653362096i,-0.426875975434177-0.3918906375872906i
3,60,3.705,8.138807443,-2.145277179,-4.752542955,-0.6226217768820864+0.4717438220521582i,-0.4307727576821504-0.3862695861217956i
3,60,3.71,8.164834686,-2.138369225,-4.766047504,-0.6178550747488103+0.47898495094696353i,-0.4345999703045391-0.38059541080349396i
