rot (deg),freq (GHz),S11 (1)
290,3.387755102,-0.3171950777935479-0.8745944873445961*i
290,3.408163265,-0.34129077412281095-0.8528720162858422*i
290,3.428571429,-0.36173917035234354-0.8291289576926113*i
290,3.448979592,-0.3762650754476921-0.8048889832914466*i
290,3.469387755,-0.3865421083690945-0.7804611626123593*i
290,3.489795918,-0.39100950251886674-0.7590252599826414*i
290,3.510204082,-0.3892947692659958-0.7434024597718658*i
290,3.530612245,-0.38772631480660485-0.7362939572477811*i
290,3.551020408,-0.3892723441481052-0.7373860949694352*i
290,3.571428571,-0.3962228898110854-0.7451037786581796*i
290,3.591836735,-0.4115688800147979-0.7533229178317505*i
290,3.612244898,-0.43341300547041434-0.7602901575963871*i
290,3.632653061,-0.45868137050011804-0.7626954053782985*i
290,3.653061224,-0.487622761399302-0.7613721833177071*i
290,3.673469388,-0.5177139588594686-0.7558469204068036*i
290,3.693877551,-0.5479414400611154-0.7476969179420715*i
290,3.714285714,-0.5777436208774723-0.7358210972951708*i
290,3.734693878,-0.6066315152827628-0.7213117800687994*i
290,3.755102041,-0.6346798509446693-0.7049985608673712*i
290,3.775510204,-0.6614553602047486-0.6866962207515135*i
290,3.795918367,-0.6869934119974932-0.6668602104868055*i
290,3.816326531,-0.7114934482073151-0.6458296776125142*i
290,3.836734694,-0.7347396581708806-0.6236335451770119*i
290,3.857142857,-0.7567893795396468-0.6004569128359278*i
290,3.87755102,-0.7777967003038845-0.576435127813274*i
290,3.897959184,-0.7976533422433201-0.5516325443958532*i
290,3.918367347,-0.8163856538192821-0.5261430315266569*i
290,3.93877551,-0.8340975421030506-0.5000192367594598*i
290,3.959183673,-0.8507313235659465-0.47332503525617736*i
290,3.979591837,-0.8662912939607463-0.44612549886300656*i
290,4,-0.8808457391195804-0.41843869862588845*i
300,3,0.2857653526235727-0.951214503462186*i
300,3.020408163,0.2562669659934618-0.9592347271997443*i
300,3.040816327,0.22657322429668597-0.9663297175139341*i
300,3.06122449,0.19667454426142633-0.9724883526395761*i
300,3.081632653,0.1665609981882719-0.9776939484907153*i
300,3.102040816,0.13622308060448676-0.9819242317562153*i
300,3.12244898,0.10565247588097214-0.9851514293808566*i
300,3.142857143,0.074904324994738-0.9873195776039673*i
300,3.163265306,0.0441477707940918-0.988510259932533*i
300,3.183673469,0.013367055147225615-0.9886964741430778*i
300,3.204081633,-0.01745110966032811-0.9878282899564522*i
300,3.224489796,-0.04830773961148897-0.9858426959421273*i
300,3.244897959,-0.07918929428839838-0.9826642312236948*i
300,3.265306122,-0.10997354391932632-0.9782966109498372*i
300,3.285714286,-0.14056740792768377-0.9727906626141625*i
300,3.306122449,-0.1709425590861897-0.9660071695794602*i
300,3.326530612,-0.20097360010273652-0.9578085865999546*i
300,3.346938776,-0.23056635528318004-0.948378971179369*i
300,3.367346939,-0.25952142661416555-0.9375045910736258*i
300,3.387755102,-0.2875497296406703-0.9251228085104177*i
300,3.408163265,-0.3143741671309216-0.9113819346068464*i
300,3.428571429,-0.33962319799169816-0.8964388635252087*i
300,3.448979592,-0.36195286868468907-0.8813053779859529*i
300,3.469387755,-0.3835138055479659-0.8651332818037604*i
300,3.489795918,-0.40241461462646-0.8495924842642764*i
300,3.510204082,-0.41864893387051527-0.8359554130493019*i
300,3.530612245,-0.4350483644768616-0.8250134702801619*i
300,3.551020408,-0.45265148118382337-0.8166070001958976*i
300,3.571428571,-0.47228733964735087-0.8099860273605262*i
300,3.591836735,-0.494299552706809-0.8026333729325136*i
300,3.612244898,-0.5181703691536708-0.7940757049889444*i
300,3.632653061,-0.5433111175026667-0.7838287193544278*i
300,3.653061224,-0.5691230653652548-0.7713890084460306*i
300,3.673469388,-0.5949135534504747-0.7569678528798015*i
300,3.693877551,-0.6203226756131348-0.7412444142309182*i
300,3.714285714,-0.6451699637382955-0.7237046277119815*i
300,3.734693878,-0.6692621568749819-0.7048059112128616*i
300,3.755102041,-0.6926652760765915-0.6848604217496357*i
300,3.775510204,-0.715195049758696-0.6638059459925761*i
300,3.795918367,-0.7367307215065177-0.6417927974851823*i
300,3.816326531,-0.7573206361450624-0.6189513499365479*i
300,3.836734694,-0.7770365232408518-0.5953790694679194*i
300,3.857142857,-0.7959657639590094-0.5711401504515957*i
300,3.87755102,-0.8141732882798663-0.546256304651797*i
300,3.897959184,-0.8313290338519538-0.5207292622505819*i
300,3.918367347,-0.8475125062569779-0.49469407224192347*i
300,3.93877551,-0.862758448127523-0.46817485431715034*i
300,3.959183673,-0.8770987628274562-0.4411875286650568*i
300,3.979591837,-0.8905615492007798-0.4137404843008145*i
300,4,-0.9031702395424518-0.3858354065654211*i
310,3,0.29347269505009116-0.9509455061582671*i
310,3.020408163,0.2644430008491313-0.9592944158323793*i
310,3.040816327,0.23522355660467503-0.9667451803190034*i
310,3.06122449,0.20581414523738606-0.9732986346718893*i
310,3.081632653,0.17621376513170695-0.9789530358139956*i
310,3.102040816,0.1464210292915972-0.9837039711968119*i
310,3.12244898,0.1164345747406114-0.9875443256036758*i
310,3.142857143,0.08632234203114315-0.9904573788304182*i
310,3.163265306,0.05618612573839596-0.9924461813570048*i
310,3.183673469,0.026027258328650434-0.9935105487173395*i
310,3.204081633,-0.004153644829508929-0.9936453131202737*i
310,3.224489796,-0.03435531453484591-0.992841394499099*i
310,3.244897959,-0.0645753731263496-0.9910859311349464*i
310,3.265306122,-0.09476834896657829-0.9883300389508213*i
310,3.285714286,-0.12479789998598274-0.9846738965151275*i
310,3.306122449,-0.15466537155161506-0.9801079798232527*i
310,3.326530612,-0.18436775219623633-0.9745990016036402*i
310,3.346938776,-0.2138862797238215-0.968118741593141*i
310,3.367346939,-0.24318620252255155-0.960646302656717*i
310,3.387755102,-0.2721460075612517-0.9522005243746997*i
310,3.408163265,-0.30077230238117025-0.9428556498590688*i
310,3.428571429,-0.3289666916660805-0.9325919064890111*i
310,3.448979592,-0.3566952366050657-0.9215830307239996*i
310,3.469387755,-0.3837937263202895-0.9096477457265867*i
310,3.489795918,-0.41030939664641886-0.8970446708495015*i
310,3.510204082,-0.43626054284934196-0.8838929069623241*i
310,3.530612245,-0.46184770272726494-0.8703590314056405*i
310,3.551020408,-0.48721936144963707-0.8564115538760858*i
310,3.571428571,-0.5124896868378829-0.8419512605459959*i
310,3.591836735,-0.537580983021962-0.8267006147606387*i
310,3.612244898,-0.5624329340590549-0.8106100377157726*i
310,3.632653061,-0.5868298371467355-0.7935160697345774*i
310,3.653061224,-0.6108684166597426-0.7756237543164514*i
310,3.673469388,-0.6343848223128198-0.7568732626595397*i
310,3.693877551,-0.6573221215507218-0.7373526016518186*i
310,3.714285714,-0.679641782000221-0.7170255056621185*i
310,3.734693878,-0.7013025287819507-0.6959616396880349*i
310,3.755102041,-0.7223162332641978-0.6741846069556138*i
310,3.775510204,-0.7426288695515615-0.6517260089553296*i
310,3.795918367,-0.7621796289272569-0.6286584287911837*i
310,3.816326531,-0.7809745555958117-0.6049984909561558*i
310,3.836734694,-0.7990195030609173-0.5807572335942861*i
310,3.857142857,-0.8163195592765312-0.5559402914131724*i
310,3.87755102,-0.832875801300797-0.5305483506384946*i
310,3.897959184,-0.8486113881851532-0.504661910359461*i
310,3.918367347,-0.8635010938955792-0.47834698151678073*i
310,3.93877551,-0.8775508103438349-0.45160784077849253*i
310,3.959183673,-0.8907641208336113-0.4244468816569896*i
310,3.979591837,-0.903142043534383-0.39686498351751415*i
310,4,-0.914682828327024-0.3688619174670628*i
320,3,0.2936956340877536-0.9508824903334127*i
320,3.020408163,0.2646717655717325-0.9592377582304913*i
320,3.040816327,0.2354593660754654-0.9666950688444395*i
320,3.06122449,0.20605759204154925-0.9732554718955357*i
320,3.081632653,0.17646504084896944-0.9789174027898475*i
320,3.102040816,0.14668014093259849-0.9836766264536794*i
320,3.12244898,0.11670154358931388-0.987526233390542*i
320,3.142857143,0.08659281638482572-0.9904418294203294*i
320,3.163265306,0.05646457972672806-0.9924404811303699*i
320,3.183673469,0.026316064411900975-0.9935195748274032*i
320,3.204081633,-0.003854242288979348-0.9936710083212438*i
320,3.224489796,-0.03404629870052773-0.9928842766083339*i
320,3.244897959,-0.06425829538275446-0.9911467362298971*i
320,3.265306122,-0.09437445602631402-0.9883763590783596*i
320,3.285714286,-0.12437266434219788-0.9847388469380284*i
320,3.306122449,-0.15425471088746232-0.9802153251804973*i
320,3.326530612,-0.18398688693135484-0.9747535664375178*i
320,3.346938776,-0.21353017572516217-0.9683162673796292*i
320,3.367346939,-0.2428456404040923-0.9608801880087197*i
320,3.387755102,-0.2717924530599884-0.9525057475699484*i
320,3.408163265,-0.30046659244067-0.9431945861273369*i
320,3.428571429,-0.3287160081632612-0.9329567354027891*i
320,3.448979592,-0.35657917043702214-0.922094147058707*i
320,3.469387755,-0.3837290749674736-0.9100930071349944*i
320,3.489795918,-0.4102631805853139-0.8974147067518883*i
320,3.510204082,-0.4363633054432295-0.8841661476949528*i
320,3.530612245,-0.4618964793895773-0.870578684253562*i
320,3.551020408,-0.4871894518339908-0.85665096245833*i
320,3.571428571,-0.5125125174155128-0.8421217652293428*i
320,3.591836735,-0.537563592000664-0.8269340024044074*i
320,3.612244898,-0.5623898375718552-0.8109373664450603*i
320,3.632653061,-0.5868123112175637-0.7936524705431368*i
320,3.653061224,-0.6108591590981237-0.77575966707783*i
320,3.673469388,-0.6343950138732357-0.7569989891242901*i
320,3.693877551,-0.6572720678382108-0.7374875635425201*i
320,3.714285714,-0.6795875116647804-0.7171596703142883*i
320,3.734693878,-0.7012450196916523-0.6960904391639795*i
320,3.755102041,-0.7222495956668389-0.6743308798146354*i
320,3.775510204,-0.7425600807145452-0.6518758960071709*i
320,3.795918367,-0.7621051141197158-0.6288066993014457*i
320,3.816326531,-0.7808916610752467-0.6051418524346475*i
320,3.836734694,-0.7989289999127496-0.5808984987063717*i
320,3.857142857,-0.816228886572695-0.5560915985068261*i
320,3.87755102,-0.8327992583566147-0.5307281281748957*i
320,3.897959184,-0.8485355495304225-0.5048479154990153*i
320,3.918367347,-0.8634256467114738-0.478539511572842*i
320,3.93877551,-0.8774756456967587-0.45180718281411864*i
320,3.959183673,-0.8906898475611057-0.4246532561301981*i
320,3.979591837,-0.9030704983560249-0.39707838461111455*i
320,4,-0.9146175584672598-0.36908185030503715*i
330,3,0.2858838148237553-0.9511204554413382*i
330,3.020408163,0.2558207465292274-0.9588385180819263*i
330,3.040816327,0.22581648348404282-0.9657098481653184*i
330,3.06122449,0.19582721445484744-0.971733308703471*i
330,3.081632653,0.1658096811590239-0.9768970689024049*i
330,3.102040816,0.13572308934778995-0.9811785870993502*i
330,3.12244898,0.10553107028094327-0.984544957363526*i
330,3.142857143,0.07520361357857976-0.9869536485389121*i
330,3.163265306,0.044718877002356675-0.9883536470810516*i
330,3.183673469,0.01406476547528311-0.9886869904110542*i
330,3.204081633,-0.016759836693677244-0.9878906445653629*i
330,3.224489796,-0.04774429584267698-0.9858986381339575*i
330,3.244897959,-0.07886602164019456-0.9826443147204331*i
330,3.265306122,-0.10970987457559696-0.9782348537568577*i
330,3.285714286,-0.1402909672151865-0.9727572586337647*i
330,3.306122449,-0.17065320824217936-0.9659924199059501*i
330,3.326530612,-0.2006224675048342-0.9577624173086173*i
330,3.346938776,-0.2302224593089094-0.9483793498442139*i
330,3.367346939,-0.2591768070168187-0.9375354952643484*i
330,3.387755102,-0.2867994787112646-0.9250508319549998*i
330,3.408163265,-0.31382268271366714-0.9114666303115111*i
330,3.428571429,-0.3392351181462579-0.896577613990904*i
330,3.448979592,-0.36180343952157307-0.8815378761085039*i
330,3.469387755,-0.38299613376172126-0.8655140271508851*i
330,3.489795918,-0.40184728071108466-0.8499030286268338*i
330,3.510204082,-0.4179166071264717-0.83625795328325*i
330,3.530612245,-0.4342803123776284-0.8254206336033166*i
330,3.551020408,-0.45207701369118364-0.817319560658654*i
330,3.571428571,-0.47202005050612705-0.8111541128350047*i
330,3.591836735,-0.49485178811630015-0.8038451877026983*i
330,3.612244898,-0.5193932204286547-0.7949477201037561*i
330,3.632653061,-0.5438768134574193-0.7845531412235758*i
330,3.653061224,-0.5698035858750655-0.7718941459202961*i
330,3.673469388,-0.5956563063840177-0.7572255431671656*i
330,3.693877551,-0.6209693064862292-0.741494333343524*i
330,3.714285714,-0.6457855481652074-0.7238298332037949*i
330,3.734693878,-0.6698274384710003-0.7048089234168249*i
330,3.755102041,-0.6931603074294742-0.6848384038468378*i
330,3.775510204,-0.7155781351559855-0.6637199522388605*i
330,3.795918367,-0.7370905286573841-0.6416766020197449*i
330,3.816326531,-0.7577978380062371-0.6188587604314929*i
330,3.836734694,-0.7775685396218598-0.5952622589705817*i
330,3.857142857,-0.7964198469644509-0.5709794004875981*i
330,3.87755102,-0.8144309206119639-0.546058880340374*i
330,3.897959184,-0.831553621055009-0.5205213808272355*i
330,3.918367347,-0.8476984960977076-0.49448069528613603*i
330,3.93877551,-0.8629030858166032-0.46796004538037983*i
330,3.959183673,-0.8772052994368768-0.4409743924900642*i
330,3.979591837,-0.8906419760012045-0.41353046634508994*i
330,4,-0.9032474770098436-0.3856270877931069*i
340,3,0.27104679840311463-0.9516192430983773*i
340,3.020408163,0.2396138198883092-0.9583750952019978*i
340,3.040816327,0.20843804272304445-0.9643104246039876*i
340,3.06122449,0.17742817401964686-0.9694203944690747*i
340,3.081632653,0.14649131796761422-0.9736789470606314*i
340,3.102040816,0.11553681818118233-0.977037645372839*i
340,3.12244898,0.08448055325699695-0.9794252038603758*i
340,3.142857143,0.053249570582169135-0.9807478646427451*i
340,3.163265306,0.021786889815833738-0.980890764578045*i
340,3.183673469,-0.0099437526004928-0.9797204100755615*i
340,3.204081633,-0.04195350921837043-0.9770883240142064*i
340,3.224489796,-0.07422472693477324-0.9728358454572466*i
340,3.244897959,-0.10670834203766447-0.9667999411094094*i
340,3.265306122,-0.13880170199838715-0.9592357367974848*i
340,3.285714286,-0.17047933442837748-0.950290492572663*i
340,3.306122449,-0.20177784074472868-0.9394520768320208*i
340,3.326530612,-0.23238500237148774-0.9263078060962983*i
340,3.346938776,-0.26219626688707215-0.9114783435782804*i
340,3.367346939,-0.2906826216547641-0.894274914903968*i
340,3.387755102,-0.316641253708494-0.8740757303492154*i
340,3.408163265,-0.34070862760434834-0.8524595630981815*i
340,3.428571429,-0.3611219261138892-0.8287945536419793*i
340,3.448979592,-0.3741630111939107-0.8030286473647491*i
340,3.469387755,-0.384680711864282-0.7798951212908972*i
340,3.489795918,-0.3898971069132378-0.7590391962664855*i
340,3.510204082,-0.38733458534706783-0.7438171585839756*i
340,3.530612245,-0.3861793529645854-0.7369922687218599*i
340,3.551020408,-0.38851750757392267-0.7381766689276379*i
340,3.571428571,-0.39554940820889095-0.7465921934166203*i
340,3.591836735,-0.4116726495663774-0.7534098387077345*i
340,3.612244898,-0.4329703358378154-0.7582399158897248*i
340,3.632653061,-0.45909090803514296-0.7638477261469362*i
340,3.653061224,-0.48816392045464135-0.7621894349366101*i
340,3.673469388,-0.5182447194890786-0.7563025731227253*i
340,3.693877551,-0.548574792455913-0.7482144094718602*i
340,3.714285714,-0.5783463206756051-0.7361686890398288*i
340,3.734693878,-0.6071610727385525-0.7214973537170247*i
340,3.755102041,-0.6352043614886974-0.7051525650628977*i
340,3.775510204,-0.6619240473628792-0.6867732791660449*i
340,3.795918367,-0.6873889316369827-0.6668684745780749*i
340,3.816326531,-0.7118629180829922-0.6458126910983117*i
340,3.836734694,-0.7350598619384434-0.6235838126448955*i
340,3.857142857,-0.7570523464123663-0.6003815426668427*i
340,3.87755102,-0.7780474849627205-0.5763407383422401*i
340,3.897959184,-0.7979538763741498-0.551494898815801*i
340,3.918367347,-0.81661815808781-0.5259958836884715*i
340,3.93877551,-0.8341414745012167-0.49990392852780535*i
340,3.959183673,-0.850626804595293-0.47325676418169077*i
340,3.979591837,-0.8661748290270663-0.44607037660230486*i
340,4,-0.8808801936387992-0.41834053571011615*i
350,3,0.2510933102074992-0.9523791840043436*i
350,3.020408163,0.2194828036920665-0.9589900732510266*i
350,3.040816327,0.18768985374579994-0.9645013598818538*i
350,3.06122449,0.1556480874012846-0.9688773152255861*i
350,3.081632653,0.12329240523072493-0.9720622708068262*i
350,3.102040816,0.0905624128075829-0.9739793470626245*i
350,3.12244898,0.05740631861699623-0.9745296266940907*i
350,3.142857143,0.023761035386803072-0.973490347602527*i
350,3.163265306,-0.009755732955772022-0.9711754607318135*i
350,3.183673469,-0.04323551532282441-0.9674734067651949*i
350,3.204081633,-0.0767956364214062-0.9621785739121468*i
350,3.224489796,-0.11051235192613379-0.9550280974214898*i
350,3.244897959,-0.14440154762629223-0.9457045389110796*i
350,3.265306122,-0.17857756350191897-0.9330612745104405*i
350,3.285714286,-0.21179917854581087-0.9189238299776542*i
350,3.306122449,-0.24409421431700193-0.9031580721201102*i
350,3.326530612,-0.27549061450071355-0.8849168418654894*i
350,3.346938776,-0.30564446022873193-0.8632203075348739*i
350,3.367346939,-0.33371839672864745-0.837100568879496*i
350,3.387755102,-0.3581665288946418-0.8065552906981525*i
350,3.408163265,-0.37834145566427246-0.7739129829421896*i
350,3.428571429,-0.3921651371510641-0.7382386078367559*i
350,3.448979592,-0.3957058819478219-0.7001604595459592*i
350,3.469387755,-0.3912757441381459-0.665169910446573*i
350,3.489795918,-0.3764961760272901-0.6359656268817164*i
350,3.510204082,-0.3500874547213011-0.6178399897537404*i
350,3.530612245,-0.3242813332182765-0.6157752429414304*i
350,3.551020408,-0.30386709275627827-0.6290301696559041*i
350,3.571428571,-0.2928639610826844-0.6558795162835608*i
350,3.591836735,-0.29827651189388144-0.684333268926764*i
350,3.612244898,-0.3157474950807044-0.7106152713865551*i
350,3.632653061,-0.34287075197905986-0.7338746178432343*i
350,3.653061224,-0.3759720242302133-0.7479318642344821*i
350,3.673469388,-0.4117963785378935-0.7548108409509228*i
350,3.693877551,-0.44911994937761013-0.7568081103505145*i
350,3.714285714,-0.48574633569165837-0.7526936392541799*i
350,3.734693878,-0.5212030861125794-0.744239680751345*i
350,3.755102041,-0.5557546508884961-0.7327226018514194*i
350,3.775510204,-0.5884396209274609-0.7181497670594331*i
350,3.795918367,-0.6194046927728959-0.7012504610967227*i
350,3.816326531,-0.6490504540356354-0.6825395687260483*i
350,3.836734694,-0.6769781780298824-0.6621813516402653*i
350,3.857142857,-0.703321429076756-0.6404709563166394*i
350,3.87755102,-0.7283723210930296-0.6176004535207742*i
350,3.897959184,-0.7519541472061396-0.593715724919857*i
350,3.918367347,-0.7741352256865589-0.5689590460174336*i
350,3.93877551,-0.795105393026725-0.5433953976884714*i
350,3.959183673,-0.8147827404991501-0.517136960539165*i
350,3.979591837,-0.8331924327448892-0.49027355383984395*i
350,4,-0.8504556285109531-0.4628208096948977*i
360,3,0.22898427578227837-0.953322799878102*i
360,3.020408163,0.196033342830407-0.9590047956738118*i
360,3.040816327,0.16291635214806346-0.9635340250695866*i
360,3.06122449,0.12952447656586968-0.9668353695184471*i
360,3.081632653,0.09575489551755811-0.9688059438131252*i
360,3.102040816,0.061515971318129116-0.9693149948046428*i
360,3.12244898,0.02673263852630101-0.9682048103112934*i
360,3.142857143,-0.008682146945424492-0.9650896396291236*i
360,3.163265306,-0.04391945644790016-0.9606328419999933*i
360,3.183673469,-0.07912213005929403-0.9546393568925676*i
360,3.204081633,-0.11445661247945715-0.9467555483160274*i
360,3.224489796,-0.150021626137007-0.9365479400569579*i
360,3.244897959,-0.18582305774744876-0.9235133651526636*i
360,3.265306122,-0.2218711926737807-0.9061292837981799*i
360,3.285714286,-0.25680145093544726-0.8870034392214804*i
360,3.306122449,-0.29067863523569476-0.865927865240437*i
360,3.326530612,-0.3234754696553968-0.8416680041106952*i
360,3.346938776,-0.35461808347221285-0.8127508450450424*i
360,3.367346939,-0.3827961153031105-0.7776795228822629*i
360,3.387755102,-0.40581004334450244-0.7318532380467875*i
360,3.408163265,-0.4213976249021178-0.6841042564698032*i
360,3.428571429,-0.42964886568040067-0.6376578389553486*i
360,3.448979592,-0.4291204662388892-0.5909167291220565*i
360,3.469387755,-0.41494838476768237-0.5434765576296918*i
360,3.489795918,-0.38015295918264996-0.5004026596608214*i
360,3.510204082,-0.3263396609669254-0.4728368604693313*i
360,3.530612245,-0.2723233119588787-0.4692492578788905*i
360,3.551020408,-0.22288214301367898-0.48991922689117345*i
360,3.571428571,-0.18522288488732425-0.5339959194586296*i
360,3.591836735,-0.17225144021207478-0.5853990702447401*i
360,3.612244898,-0.18005926091823096-0.6365615661057151*i
360,3.632653061,-0.2044711090636303-0.6848331675559739*i
360,3.653061224,-0.2401416575738821-0.7197920629180752*i
360,3.673469388,-0.28164179553322366-0.7438275174252932*i
360,3.693877551,-0.3265666622448518-0.7602660443619343*i
360,3.714285714,-0.37127798063228534-0.7671239067588975*i
360,3.734693878,-0.41479188141345535-0.7671456544414234*i
360,3.755102041,-0.45736453994207943-0.7625903623335967*i
360,3.775510204,-0.4974777060014378-0.7532686709153245*i
360,3.795918367,-0.5352918011412041-0.7404224116266974*i
360,3.816326531,-0.57146367540514-0.7250358290367871*i
360,3.836734694,-0.6053254095938339-0.7072249878550306*i
360,3.857142857,-0.6370900614288023-0.6874984760771072*i
360,3.87755102,-0.6673156574211402-0.6662351136322382*i
360,3.897959184,-0.6958229970565263-0.6435627548201575*i
360,3.918367347,-0.7222688324438743-0.6197634232805705*i
360,3.93877551,-0.7469508055148532-0.5950113046935682*i
360,3.959183673,-0.7701608316526128-0.5694091601153469*i
360,3.979591837,-0.7921726800420056-0.5429962851301565*i
360,4,-0.8132324165481823-0.5157580334032211*i
